Ürün ID,Stok Kodu,Barkod,Ürün Adı,Ana Kategori,Alt Kategori,Marka,Mikro Stok,Hepcazip Satış Fiyatı,Ofis26 Satış Fiyatı,Mevcut Alış Fiyatı,Mevcut Kar Marjı - Hepcazip,Mevcut Kar Marjı - Ofis26,Tedarikçi Güncel Alış Fiyatı,Güncel Kar Marjı - Hepcazip,Güncel Kar Marjı - Ofis26,Akakçe Fiyatı,Raf,Raf Adet,Kasa,Kasa Adet,Palet,Palet Adet
21787,LZ3147-KRF,8691231270328,Kraf Laser Etİket Kf-2037 70 X 37.125 Mm,Masaüstü Gereçler,Etiket,Kraf,,,,,,,,,,,,,,,,
21788,LZ3150-KRF,8680454908460,Kraf Laser Etiket KF-2204 105 X 148.5 mm,Masaüstü Gereçler,Etiket,Kraf,,,,,,,,,,,,,,,,
21789,LZ3146-KRF,8680454908101,Kraf Laser Etiket KF-2002 199.6 X 143.5 mm,Masaüstü Gereçler,Etiket,Kraf,,,,,,,,,,,,,,,,
21790,5293,8691200052931,Kraf Motex Etiket 12x21 mm Beyaz Çizgili x 12 Adet,Masaüstü Gereçler,Etiket,Kraf,,,,,,,,,,,,,,,,
21791,LZ3149-KRF,8680454908132,Kraf Laser Etİket Kf-2006 99.1 X 93.1 Mm,Masaüstü Gereçler,Etiket,Kraf,,,,,,,,,,,,,,,,
21792,LZ3151-KRF,8680454908491,Kraf Laser Etİket Kf-2208 105 X 70 Mm,Masaüstü Gereçler,Etiket,Kraf,,,,,,,,,,,,,,,,
21793,119872,8680454908224,Kraf Laser Etiket KF-2024 64 X 34 mm,Masaüstü Gereçler,Etiket,Kraf,,,,,,,,,,,,,,,,
21794,KSK-64,8691232395259,Keskin Color Okul Etiketi Harry Potter Ders Programlı 3'lü,Masaüstü Gereçler,Etiket,Keskin Color,,,,,,,,,,,,,,,,
21795,KSK-65,8691234214073,Keskin Color Okul Etiketi Cars Ders Programlı 3'lü,Masaüstü Gereçler,Etiket,Keskin Color,,,,,,,,,,,,,,,,
21796,KSK-66,8691238052895,Keskin Color Okul Etiketi Lol Omg Ders Programlı 3'lü,Masaüstü Gereçler,Etiket,Keskin Color,,,,,,,,,,,,,,,,
21797,KSK-68,8691239587090,Keskin Color Okul Etiketi Lol Ders Programlı 3'lü,Masaüstü Gereçler,Etiket,Keskin Color,,,,,,,,,,,,,,,,
21798,LZ2105-TNX,8691239220024,Tanex TW-2105 Yazıcı Etiketi 105 x 37.125 mm 100 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21799,HC-A4-04,8691234680497,"Hepcazip 100'lü Lazer Etiket 105 x 148,5 4'lü ",Masaüstü Gereçler,Etiket,Hepcazip,,,,,,,,,,,,,,,,
21800,LZ3137-TNX,8691230361573,Tanex Tw-2204 Yazıcı Etiketi 105 X 148.5 Mm 400 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21801,FC-24,8691238838488,Faber Castell Hamur Yapıştırıcı 50gr ,Masaüstü Gereçler,Yapıştırıcılar,Faber Castell,,,,,,,,,,,,,,,,
21802,912006,5411313912006,Dymo Letratag Kağıt Şerit 12mmx4mt Beyaz 91200,Masaüstü Gereçler,Etiket,DYMO,,,,,,,,,,,,,,,,
21803,912013,5411313912211,Dymo Letratag Plastik Şerit 12mmx4mt Beyaz 91201,Masaüstü Gereçler,Etiket,DYMO,,,,,,,,,,,,,,,,
21804,346002190,8698806380062,Tanex Ofis Etiketi Poşetli 12x17 MM Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21805,346002230,8698806380109,Tanex Ofis Etiketi Poşetli 16x22 MM Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21806,HC-A4-12,8691230175385,Hepcazip 100'lü Lazer Etiket 105 x 48 12'li ,Masaüstü Gereçler,Etiket,Hepcazip,,,,,,,,,,,,,,,,
21807,886233,8691200886239,"Ekstrafix Laser Etiket ( Fix-5037 ) 70x37,125 mm",Masaüstü Gereçler,Etiket,Extrafix,,,,,,,,,,,,,,,,
21808,346002220,8698806380093,Tanex Ofis Etiketi Poşetli 13x50 MM Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21809,153740,8691200153744,Ekstrafix Laser Etiket ( Fix-5374 ) 105x74 mm,Masaüstü Gereçler,Etiket,Extrafix,,,,,,,,,,,,,,,,
21810,LZ20074-TNK,8691235226546,Tanex Tw-2007 Yazıcı Etiketi 200 X 37 Mm 100 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21811,7679,8691200076791,"Tanex TW-2032 Yazıcı Etiketi 52,5 x 35 mm 100 Adet - Beyaz",Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21812,LZ3153-TNX,8698806200094,Tanex TW-2010 Yazıcı Etiketi 99 x 57 mm 1.000 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21813,1024125,8691200102414,"Ekstrafix Laser Etiket ( Fix-5065 ) 38,1x21,2 mm",Masaüstü Gereçler,Etiket,Extrafix,,,,,,,,,,,,,,,,
21814,847756,3501170847756,Dymo Kabartma Şerit 9mmx3mt 3'lü Bls K/S/M ,Masaüstü Gereçler,Etiket,DYMO,,,,,,,,,,,,,,,,
21815,346012795,8698807762706,Tanex Etiket Stickers Damla Nazar Boncuğu 15 MM 6 Adet TDE-140 3460.12795,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21816,LZ3145-TNX,8698806200513,Tanex Tw-2107 Yazıcı Etiketi 192.5 X 39 Mm 1.600 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21817,LZ3150-TNX,8698806200018,Tanex TW-2000 Yazıcı Etiketi 210 x 297 mm 100 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21818,152484,8691200152488,"Ekstrafix Laser Etiket ( Fix-5248 ) 52,5x23 mm",Masaüstü Gereçler,Etiket,Extrafix,,,,,,,,,,,,,,,,
21819,885220,8691200885225,Ekstrafix Laser Etiket ( Fix-5022 ) 50x22 mm,Masaüstü Gereçler,Etiket,Extrafix,,,,,,,,,,,,,,,,
21820,885244,8691200885249,Ekstrafix Laser Etiket ( Fix-5024 ) 64x34 mm,Masaüstü Gereçler,Etiket,Extrafix,,,,,,,,,,,,,,,,
21821,122672,5411313122672,Dymo Letratag Plastik Şerit 12mmx4mt Şeffaf 12267,Masaüstü Gereçler,Etiket,DYMO,,,,,,,,,,,,,,,,
21822,912020,5411313912020,Dymo Letratag Plastik Şerit 12mmx4mt Sarı 91202,Masaüstü Gereçler,Etiket,DYMO,,,,,,,,,,,,,,,,
21823,346002200,8698806380079,Tanex Ofis Etiketi Poşetli 12x30 MM Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21824,346012695,8691200346016,Tanex Ofis Etiketİ Poşetli 34x67 MM Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21825,HC-A4-08,8691230734093,"Hepcazip 100'lü Lazer Etiket 105 x 148,5 8'li ",Masaüstü Gereçler,Etiket,Hepcazip,,,,,,,,,,,,,,,,
21826,346000545,8691200346009,Tanex TW-2060 Yazıcı Etiketi 30x9 100 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21827,LZ2065-TNX,8691238865891,Tanex TW-2065 Yazıcı Etiketi 38.1 x 21.2 mm 100 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21828,885144,8691200885140,"Ekstrafix Laser Etiket ( Fix-5102 ) 210x148,5 mm",Masaüstü Gereçler,Etiket,Extrafix,,,,,,,,,,,,,,,,
21829,TNX-NE-20-YSL,8698807774051,Tanex Nokta Etiketi 20 Mm Yeşil 2500'lü,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21830,LZ3138-TNX,8698806201411,Tanex Tw-2712 Yazıcı Etiketi 105 X 42.7 Mm 1.400 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21831,7727,8691200077279,Tanex TW-2280 Lazer Etiket 22 X 12 MM,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21832,LZ3142-TNK,8698806200025,Tanex Tw-2001 Yazıcı Etiketi 199.6 X 289.1 Mm 100 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21833,LZ3154-TNX,8698806200117,Tanex TW-2014 Yazıcı Etiketi 99.1 x 38.1 mm 1.400 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21834,885366,8691200885362,Ekstrafix Laser Etiket ( Fix-5610 ) 105x57 mm,Masaüstü Gereçler,Etiket,Extrafix,,,,,,,,,,,,,,,,
21835,885984,8691200885980,"Ekstrafix Laser Etiket ( Fix-5712 ) 105x42,69 mm",Masaüstü Gereçler,Etiket,Extrafix,,,,,,,,,,,,,,,,
21836,TNX-FE-1221,8698806334652,Tanex Fiyat Etiketi Çizgili 12x21 Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21837,LZ3144-TNK,8698806200063,Tanex Tw-2006 Yazıcı Etiketi 99.1 X 93.1 Mm 600 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21838,LZ3151-TNX,8691235565475,Tanex TW-2004 Yazıcı Etiketi 99.1 x 139 mm 400 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21839,885205,8691200885201,Ekstrafix Laser Etiket ( Fix-5003 ) 210x99 mm,Masaüstü Gereçler,Etiket,Extrafix,,,,,,,,,,,,,,,,
21840,887209,8691200887205,"Ekstrafix Laser Etiket ( Fix-5035 ) 52,5x33 mm",Masaüstü Gereçler,Etiket,Extrafix,,,,,,,,,,,,,,,,
21841,LZ3140-TNK,8698806201374,Tanex Tw-2610 Yazıcı Etiketi 105 X 57 Mm 1.000 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21842,TNX-NE-20-MV,8698807774068,Tanex Nokta Etiketi 20 Mm Mavi 2500'lü,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21843,TNX-NE-20-SR,8698807774099,Tanex Nokta Etiketi 20 Mm Sarı 2500'lü,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21844,125151,8691200125154,Tanex Fix Hamur Yapıştırıcı 50gr Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21845,346002523,8698806360095,Tanex Sürekli Form Etiket 1250'Li 35x97,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21846,07715,8691200077156,TanexTw-2021  Lazer Etiket 63.5 x 38.1 MM,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21847,LZ3139-TNX,8698806200780,Tanex Tw-2208 Yazıcı Etiketi 105 X 70 Mm 800 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21848,LZ3152-TNX,8698806200087,Tanex TW-2008 Yazıcı Etiketi 99 x 67 mm 800 Adet - Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21849,346002290,8698806380161,Tanex Ofis Etiketi Poşetli 22x32 MM Beyaz,Masaüstü Gereçler,Etiket,Tanex,,,,,,,,,,,,,,,,
21850,127462,5411313127462,Dymo Kişisel Etiket Makinesi Junior Basmalı 071790,Masaüstü Gereçler,Etiket Makinesi,DYMO,,,,,,,,,,,,,,,,
21851,9304688,8691231790056,Bion Perfore 3'Lü Evrak Rafı Seti-Gri,Masaüstü Gereçler,Evrak Rafı,Bion,,,,,,,,,,,,,,,,
21852,930468,8691200930468,Bion Perfore 3'Lü Evrak Rafı Seti-Siyah,Masaüstü Gereçler,Evrak Rafı,Bion,,,,,,,,,,,,,,,,
21853,8934,8691200089340,Cassa File Evrak Rafı Seti Dörtlü Gümüş 8934,Masaüstü Gereçler,Evrak Rafı,Cassa,,,,,,,,,,,,,,,,
21854,8934-SYH,8699432993428,Cassa File Evrak Rafı Seti Dörtlü Siyah 8934,Masaüstü Gereçler,Evrak Rafı,Cassa,,,,,,,,,,,,,,,,
21855,CASSA-8933,8691232653675,Cassa Perfore Evrak Rafı Metal 3 Katlı Siyah 8933,Masaüstü Gereçler,Evrak Rafı,Cassa,,,,,,,,,,,,,,,,
21856,8800,8691200088008,Cassa Plastik Evrak Rafı Şeffaf 8800,Masaüstü Gereçler,Evrak Rafı,Cassa,,,,,,,,,,,,,,,,
21857,ER3311-KRF,8697446440259,Kraf Evrak Rafı 3 Lü Raylı Şeffaf 829g,Masaüstü Gereçler,Evrak Rafı,Kraf,,,,,,,,,,,,,,,,
21858,ER3313-KRF,8691239012402,Kraf Perfore Evrak Rafı Metal 3 Katlı 460g Siyah,Masaüstü Gereçler,Evrak Rafı,Kraf,,,,,,,,,,,,,,,,
21859,M0505-RG,8691217050531,Mas 505 Perfore Üçlü Set - Rose Gold,Masaüstü Gereçler,Evrak Rafı,Mas,,,,,,,,,,,,,,,,
21860,11839,8691200118392,Mas 523 Perfore 3'Lü Evrak Rafı Seti - Açık Gri,Masaüstü Gereçler,Evrak Rafı,Mas,,,,,,,,,,,,,,,,
21861,11837,8691200118378,Mas 523 Perfore 3'Lü Evrak Rafı Seti - Gold,Masaüstü Gereçler,Evrak Rafı,Mas,,,,,,,,,,,,,,,,
21862,11838,8691200118385,Mas 523 Perfore 3'Lü Evrak Rafı Seti - Rose Gold,Masaüstü Gereçler,Evrak Rafı,Mas,,,,,,,,,,,,,,,,
21863,M0523,8691217052399,Mas 523 Perfore 3'Lü Evrak Rafı Seti - Siyah,Masaüstü Gereçler,Evrak Rafı,Mas,,,,,,,,,,,,,,,,
21864,Mas-68,8691233715772,Mas 855 Perfore Küp Blok Siyah,Masaüstü Gereçler,Organizer,Mas,,,,,,,,,,,,,,,,
21865,278112504,8691217369107,Mas Flipchart Kağıdı Askılı 64x90 Düz 25 YP 80 GR 3691,Kağıt Ürünleri,Flip Chart Kağıdı,Mas,,,,,,,,,,,,,,,,
21866,KSK-55,8691237286616,Keskin Color Fon Kartonu 49x69 Açık Mavi,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21867,KSK-146,8691235961553,Keskin Color Fon Kartonu 50x70 Lacivert,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21868,KSK-48,8691231140117,Keskin Color Fon Kartonu 50x70 Kırmızı,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21869,KSK-49,8691236390051,Keskin Color Fon Kartonu 50x70 Koyu Yeşil,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21870,KSK-50,8691234408158,Keskin Color Fon Kartonu 49x69 Turuncu,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21871,KSK-52,8691239864878,Keskin Color Fon Kartonu 49x69 Sarı,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21872,KSK-57,8691235746447,Keskin Color Fon Kartonu 49x69 Fıstık Yeşil,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21873,KSK-60,8691233927674,Keskin Color Fon Kartonu 50x70 Beyaz,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21874,KSK-144,8691234491111,Keskin Color Fon Kartonu 25x35 110 Gr 10 'lu Karışık Poşet,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21875,KSK-147,8691232737670,Keskin Color Fon Kartonu 49x69 Açık Yeşil,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21876,KSK-51,8691234136689,Keskin Color Fon Kartonu 50x70 Açık Pembe,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21877,KSK-53,8691237838208,Keskin Color Fon Kartonu 50x70 Kahve,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21878,KSK-56,8691236737644,Keskin Color Fon Kartonu 50x70 Açık Sarı,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21879,KSK-58,8691230586357,Keskin Color Fon Kartonu 50x70 Lila,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21880,KSK-59,8691236459651,Keskin Color Fon Kartonu 49x69 Gri,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21881,KSK-145,8691230591395,Keskin Color Fon Kartonu 35x50 110 Gr 10 'lu Karışık Poşet,Okul Kırtasiye,Fon Kartonu,Keskin Color,,,,,,,,,,,,,,,,
21882,FC-36,8691236930631,Adel Prime Fosforlu Kalem Pastel Mavi,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Adel,,,,,,,,,,,,,,,,
21883,FC-39,8691230215750,Adel Prime Fosforlu Kalem Pastel Pembe,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Adel,,,,,,,,,,,,,,,,
21884,FC-37,8691234871598,Adel Prime Fosforlu Kalem Pastel Sarı,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Adel,,,,,,,,,,,,,,,,
21885,FC-38,8691238324222,Adel Prime Fosforlu Kalem Pastel Turuncu,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Adel,,,,,,,,,,,,,,,,
21886,FC-40,8691235502354,Adel Prime Fosforlu Kalem Pastel Yeşil,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Adel,,,,,,,,,,,,,,,,
21887,ADL530,8681241165363,Adel Prime Fosforlu Kalem Turuncu,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Adel,,,,,,,,,,,,,,,,
21888,BC-01,8691236671982,Bic Fosforlu Kalem 6'lı,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Bic,,,,,,,,,,,,,,,,
21889,BC-10,8691235692358,Bic Fosforlu Kalem Neon Renkler 4'lü,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Bic,,,,,,,,,,,,,,,,
21890,8720-MV,8699432972416,Cassa Fluo Liner Fosforlu Kalem Mavi 8720,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Cassa,,,,,,,,,,,,,,,,
21891,8720-PMB,8699432972218,Cassa Fluo Liner Fosforlu Kalem Pembe 8720,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Cassa,,,,,,,,,,,,,,,,
21892,8720,8691200087209,Cassa Fluo Liner Fosforlu Kalem Sarı 8720,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Cassa,,,,,,,,,,,,,,,,
21893,8720-TRNC,8699432972317,Cassa Fluo Liner Fosforlu Kalem Turuncu 8720,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Cassa,,,,,,,,,,,,,,,,
21894,FK-EDDNG-KRMZ,4004764921720,Edding 344 Kırmızı / Nar Çiçeği Fosforlu Kalem,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Edding,,,,,,,,,,,,,,,,
21895,FK-EDDNG-MV,4004764921812,Edding 344 Mavi Fosforlu Kalem,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Edding,,,,,,,,,,,,,,,,
21896,FK-EDDNG-PMB,4004764921782,Edding 344 Pembe Fosforlu Kalem,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Edding,,,,,,,,,,,,,,,,
21897,FK-EDDNG-SR,4004764921751,Edding 344 Sarı Fosforlu Kalem,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Edding,,,,,,,,,,,,,,,,
21898,FK-EDDNG-TRNC,4004764921928,Edding 344 Turuncu Fosforlu Kalem,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Edding,,,,,,,,,,,,,,,,
21899,FK-EDDNG-YSL,4004764921843,Edding 344 Yeşil Fosforlu Kalem,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Edding,,,,,,,,,,,,,,,,
21900,155812,8691200155816,Edding Çevre Dostu Fosforlu Kalem Ecoline E-24,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Edding,,,,,,,,,,,,,,,,
21901,39606,8691200396066,Edding Fosforlu Kalem 5'li,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Edding,,,,,,,,,,,,,,,,
21902,ED7P499,8681221568481,Edding Mini Fosforlu Kalem 4 Renk,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Edding,,,,,,,,,,,,,,,,
21903,ED7P4999,8691239313487,Edding Mini Fosforlu Kalem 4 Renk Pastel,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Edding,,,,,,,,,,,,,,,,
21904,FBC5465,4005401546504,Faber Castel Fosforlu Kalem Metalik Altın,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21905,FBC5466,4005401546610,Faber Castel Fosforlu Kalem Metalik Gümüş,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21906,FBC5464,4005401546474,Faber Castel Fosforlu Kalem Metalik Mavi,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21907,FBC5463,4005401546405,Faber Castell Fosforlu Kalem 4'lü Metalik Karışık Renkler,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21908,FBC6340,4005401546344,Faber Castell Fosforlu Kalem Metalik İpek Gri,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21909,FBC5467,4005401546733,Faber Castell Fosforlu Kalem Metalik Kırmızı,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21910,FBC546780,4005401546788,Faber Castell Fosforlu Kalem Metalik Mor,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21911,FBC5462,4005401546269,Faber Castell Fosforlu Kalem Metalik Rose,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21912,FBC5469,4005401546917,Faber Castell Fosforlu Kalem Metalik Yakut,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21913,FBC6390,4005401546399,Faber Castell Fosforlu Kalem Metalik Yeşil,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21914,FBC1130,9555684673978,Faber Castell Fosforlu Kalem Pastel Mor,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21915,FBC1120,9555684673947,Faber Castell Fosforlu Kalem Pastel Pembe,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21916,FBC581110,9555684673701,Faber Castell Fosforlu Kalem Pastel Sarı,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21917,FBC581120,9555684673916,Faber Castell Fosforlu Kalem Pastel Somon,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21918,FBC1150,9555684674036,Faber Castell Fosforlu Kalem Pastel Yeşil,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21919,FBR-FSF-KRMZ,4005401548218,Faber Fosforlu Kalem 1548 Kırmızı,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21920,FK3229-FAB,4005401548515,Faber Fosforlu Kalem 1548 Mavi,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21921,FK3230-FAB,4005401548287,Faber Fosforlu Kalem 1548 Pembe,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21922,FK3228-FAB,4005401548072,Faber Fosforlu Kalem 1548 Sarı,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21923,FK3231-FAB,4005401548157,Faber Fosforlu Kalem 1548 Turuncu,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21924,FK3232-FAB,4005401548638,Faber Fosforlu Kalem 1548 Yeşil,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21925,FC-30,8691235912163,Faber Fosforlu Kalem Şeffaf Gövde 1546 Mavi,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21926,FC-33,8691234503257,Faber Fosforlu Kalem Şeffaf Gövde 1546 Mor,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21927,FC-34,8691232403837,Faber Fosforlu Kalem Şeffaf Gövde 1546 Pembe,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21928,FC-35,8691233858075,Faber Fosforlu Kalem Şeffaf Gövde 1546 Sarı,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21929,FC-31,8691237888217,Faber Fosforlu Kalem Şeffaf Gövde 1546 Turkuaz,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21930,FC-32,8691234720260,Faber Fosforlu Kalem Şeffaf Gövde 1546 Ultramarin,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Faber Castell,,,,,,,,,,,,,,,,
21931,FK3233-KRF,6970933300864,Kraf Fosforlu Kalem 330 Mavi,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Kraf,,,,,,,,,,,,,,,,
21932,FK3234-KRF,6970933300840,Kraf Fosforlu Kalem 330 Pembe,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Kraf,,,,,,,,,,,,,,,,
21933,FK3236-KRF,6970933300833,Kraf Fosforlu Kalem 330 Turuncu,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Kraf,,,,,,,,,,,,,,,,
21934,FK3237-KRF,6970933300857,Kraf Fosforlu Kalem 330 Yeşil,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Kraf,,,,,,,,,,,,,,,,
21935,Mas-f5,8691233114809,Mas Fosforlu Kalem 5'li Set,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Mas,,,,,,,,,,,,,,,,
21936,Mas-f-3,8691217640039,Mas Fosforlu Kalem Nontoxic Mavi,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Mas,,,,,,,,,,,,,,,,
21937,Mas-f-2,8691217640046,Mas Fosforlu Kalem Nontoxic Pembe,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Mas,,,,,,,,,,,,,,,,
21938,Mas-fs,8691217640213,Mas Fosforlu Kalem Nontoxic Sarı,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Mas,,,,,,,,,,,,,,,,
21939,Mas-f-4,8691217640251,Mas Fosforlu Kalem Nontoxic Turuncu,Kalem ve Yazı Gereçleri,Fosforlu Kalem,Mas,,,,,,,,,,,,,,,,
